Date,Price,Open,High,Low,Vol.,Change %
28-Feb-22,113.8,102.9,113.9,101.4,574.46K,10.59%
27-Feb-22,102.9,108.2,110.1,101.3,417.93K,-4.90%
26-Feb-22,108.2,109.2,114.2,106.6,456.51K,-0.92%
25-Feb-22,109.2,104.2,110.6,101.6,604.58K,4.80%
24-Feb-22,104.2,105.4,107.6,91.7,1.29M,-1.14%
23-Feb-22,105.4,107.4,111.3,105,432.36K,-1.86%
22-Feb-22,107.4,102.8,107.7,100.4,537.43K,4.37%
21-Feb-22,102.9,110.6,114.5,102.2,631.11K,-6.96%
20-Feb-22,110.6,115.6,115.8,108.6,468.29K,-4.33%
19-Feb-22,115.6,114.9,117.1,113,361.82K,0.61%
18-Feb-22,114.9,116.3,122.4,114.3,686.76K,-1.20%
17-Feb-22,116.3,127.6,129,115.1,536.01K,-8.86%
16-Feb-22,127.6,131.7,131.7,125.6,325.28K,-3.11%
15-Feb-22,131.7,124.5,132.4,123.9,371.69K,5.78%
14-Feb-22,124.5,125.6,126.7,121.5,311.51K,-0.88%
13-Feb-22,125.6,126.7,128.8,123.5,261.89K,-0.87%
12-Feb-22,126.7,125.8,127.6,121,328.69K,0.72%
11-Feb-22,125.8,134.6,134.7,124.9,536.48K,-6.54%
10-Feb-22,134.6,140.1,143.8,134.3,722.90K,-3.93%
9-Feb-22,140.1,133.5,140.9,132.1,615.65K,4.94%
8-Feb-22,133.5,137.1,142.8,130.5,974.50K,-2.63%
7-Feb-22,137.1,127.6,139.8,125.1,693.51K,7.45%
6-Feb-22,127.6,121.8,127.9,120.9,415.09K,4.76%
5-Feb-22,121.8,121.3,123.8,118.9,443.14K,0.41%
4-Feb-22,121.3,110.9,121.3,108.7,649.31K,9.38%
3-Feb-22,110.9,108.3,110.9,105.5,380.78K,2.40%
2-Feb-22,108.3,115.1,116,107.5,512.24K,-5.91%
1-Feb-22,115.1,109.4,116.8,108.3,597.61K,5.21%
31-Jan-22,109.4,108.6,111.2,104.4,447.70K,0.74%
30-Jan-22,108.6,110.9,112.1,107,276.44K,-1.99%
29-Jan-22,110.8,109.5,111.9,107.8,345.62K,1.19%
28-Jan-22,109.5,107,110,105.4,465.25K,2.34%
27-Jan-22,107,107,109.5,102.9,563.93K,0.19%
26-Jan-22,106.8,107.9,116.5,104.7,774.92K,-1.02%
25-Jan-22,107.9,109.5,109.8,105.4,589.31K,-1.46%
24-Jan-22,109.5,112.3,112.3,97.9,1.10M,-2.49%
23-Jan-22,112.3,108.3,112.6,105.7,588.08K,3.69%
22-Jan-22,108.3,114.7,116.9,96.6,1.35M,-5.58%
21-Jan-22,114.7,129.8,131,110.7,1.02M,-11.63%
20-Jan-22,129.8,136.2,142.9,129,404.75K,-4.70%
19-Jan-22,136.2,141.4,143,133.2,437.53K,-3.68%
18-Jan-22,141.4,151.1,153.2,138.8,605.40K,-6.42%
17-Jan-22,151.1,146.4,153.5,144.2,809.01K,3.21%
16-Jan-22,146.4,147.7,148.9,143.3,323.95K,-0.88%
15-Jan-22,147.7,144.7,150.5,144.2,461.87K,2.07%
14-Jan-22,144.7,136.7,146.3,136,588.21K,6.01%
13-Jan-22,136.5,141.9,142.2,134.8,462.23K,-3.81%
12-Jan-22,141.9,131.6,142.1,130.9,387.74K,7.91%
11-Jan-22,131.5,126.5,133.4,125.8,396.22K,3.95%
10-Jan-22,126.5,130.8,131.5,121.1,621.00K,-3.29%
9-Jan-22,130.8,129.4,132.5,128,322.01K,1.08%
8-Jan-22,129.4,131.3,134.7,125.3,449.88K,-1.37%
7-Jan-22,131.2,136.1,136.4,126.6,734.09K,-3.60%
6-Jan-22,136.1,135.1,137.9,132.6,531.59K,0.74%
5-Jan-22,135.1,146.5,149.8,130,601.80K,-7.84%
4-Jan-22,146.6,148.4,151.6,145.6,331.45K,-1.21%
3-Jan-22,148.4,151.2,151.2,146,290.46K,-1.85%
2-Jan-22,151.2,150.8,153.2,147.9,228.38K,0.27%
1-Jan-22,150.8,146.3,150.9,146.3,225.23K,3.08%
31-Dec-21,146.3,148,152.5,143.8,344.87K,-1.22%
30-Dec-21,148.1,145.5,149.9,143,318.21K,1.86%
29-Dec-21,145.4,145.7,150.7,144.2,444.89K,-0.21%
28-Dec-21,145.7,155.9,155.9,144.7,679.90K,-6.54%
27-Dec-21,155.9,155.8,161.1,154.5,464.11K,0.06%
26-Dec-21,155.8,157.7,158.3,153,890.80K,-1.20%
25-Dec-21,157.7,161,163.6,157.7,453.25K,-2.05%
24-Dec-21,161,163.5,166.7,160.3,411.82K,-1.53%
23-Dec-21,163.5,155.4,165.1,153.2,521.21K,5.21%
22-Dec-21,155.4,154.8,160.1,153.1,415.29K,0.39%
21-Dec-21,154.8,152.6,156.3,149.2,375.36K,1.44%
20-Dec-21,152.6,153.3,157.4,145.4,550.93K,-0.46%
19-Dec-21,153.3,148.7,160.5,147.6,738.41K,3.09%
18-Dec-21,148.7,144.1,150.2,142.9,300.89K,3.19%
17-Dec-21,144.1,148.9,150.3,141.5,472.43K,-3.22%
16-Dec-21,148.9,153.5,156.4,148.6,434.90K,-3.00%
15-Dec-21,153.5,150.5,155,141.9,611.77K,1.93%
14-Dec-21,150.6,144.5,151.8,143,511.83K,4.22%
13-Dec-21,144.5,159.1,159.8,142.9,628.20K,-9.18%
12-Dec-21,159.1,157.6,162.4,153.3,382.61K,0.95%
11-Dec-21,157.6,148.4,159.3,146,558.52K,6.20%
10-Dec-21,148.4,151.5,159.6,147.9,704.52K,-2.05%
9-Dec-21,151.5,165,167.1,151.4,648.27K,-8.18%
8-Dec-21,165,161.9,169.7,156.4,890.45K,1.91%
7-Dec-21,161.9,161.6,165.6,158.5,672.33K,0.19%
6-Dec-21,161.6,156.2,164.3,141.5,1.10M,3.46%
5-Dec-21,156.2,162.9,164.9,148.9,1.08M,-4.11%
4-Dec-21,162.9,188,189.2,130.3,2.76M,-13.35%
3-Dec-21,188,203.5,207.5,180.5,824.67K,-7.62%
2-Dec-21,203.5,208.8,210.1,200.1,562.33K,-2.54%
1-Dec-21,208.8,207.8,217.6,205.6,674.03K,0.34%
30-Nov-21,208.1,205.6,218.9,197.5,1.03M,1.27%
29-Nov-21,205.5,199.6,209.3,195.4,811.22K,2.96%
28-Nov-21,199.6,195.1,199.8,183.5,723.66K,2.25%
27-Nov-21,195.2,195.8,200.7,190.8,524.81K,0.05%
26-Nov-21,195.1,222.7,224.7,190.4,1.54M,-12.39%
25-Nov-21,222.7,212.2,229.6,210.7,891.65K,4.95%
24-Nov-21,212.2,216.4,217.7,206.1,586.49K,-1.94%
23-Nov-21,216.4,209.1,218.4,205.6,710.13K,3.49%
22-Nov-21,209.1,221.9,221.9,205.6,865.58K,-5.77%
21-Nov-21,221.9,226.8,230.1,219.8,698.10K,-2.16%
20-Nov-21,226.8,217.9,227.5,213.3,841.26K,4.08%
19-Nov-21,217.9,204.2,220.7,199.8,1.04M,6.45%
18-Nov-21,204.7,229.8,231.9,200,1.69M,-10.92%
17-Nov-21,229.8,230.2,235,219.3,1.42M,-0.17%
16-Nov-21,230.2,263,263,223,2.40M,-12.37%
15-Nov-21,262.7,279.4,281.1,259.8,1.16M,-5.98%
14-Nov-21,279.4,257.7,279.4,248.8,1.36M,8.42%
13-Nov-21,257.7,251.1,263.9,245.4,1.17M,2.51%
12-Nov-21,251.4,262.5,282.6,244.1,2.41M,-4.23%
11-Nov-21,262.5,260.5,273.9,251.1,1.67M,0.77%
10-Nov-21,260.5,262,295.1,252.7,3.73M,-0.65%
9-Nov-21,262.2,228.9,274.5,227.1,3.26M,14.55%
8-Nov-21,228.9,202,229.6,202,1.38M,13.37%
7-Nov-21,201.9,197.6,202.1,197.1,351.14K,2.18%
6-Nov-21,197.6,200.275,200.35,191.2,420.64K,-1.34%
5-Nov-21,200.279,202.736,203.073,199.856,14.50M,-1.22%
4-Nov-21,202.746,206.654,206.754,197.071,27.93M,-1.89%
3-Nov-21,206.654,200.316,208.425,198.256,33.53M,3.11%
2-Nov-21,200.414,197.288,203.873,196.051,28.99M,1.59%
1-Nov-21,197.278,191.716,200.268,188.785,26.97M,2.89%
31-Oct-21,191.743,189.512,194.154,187.665,24.38M,1.16%
30-Oct-21,189.552,196.498,196.884,187.507,26.75M,-3.54%
29-Oct-21,196.498,190.319,197.694,189.19,31.30M,3.25%
28-Oct-21,190.319,179.742,193.57,178.541,34.58M,5.92%
27-Oct-21,179.685,197.549,204.809,171.37,46.43M,-9.03%
26-Oct-21,197.53,195.43,199.28,190.362,56.89M,1.08%
25-Oct-21,195.421,190.441,197.319,189.66,60.19M,2.62%
24-Oct-21,190.441,196.35,199.685,185.411,68.54M,-3.01%
23-Oct-21,196.35,191.02,197.741,189.011,64.41M,2.84%
22-Oct-21,190.93,196.79,201.349,188.045,73.99M,-2.95%
21-Oct-21,196.741,207.429,214.459,195.36,77.56M,-5.10%
20-Oct-21,207.312,188.75,209.239,185.641,66.81M,9.83%
19-Oct-21,188.75,185.541,191.549,183.303,66.09M,1.72%
18-Oct-21,185.55,183.731,187.281,178.643,70.90M,0.99%
17-Oct-21,183.73,185.77,187.86,176.626,63.75M,-1.03%
16-Oct-21,185.641,189.717,192.5,185.133,72.42M,-2.16%
15-Oct-21,189.746,181.115,192.839,176.84,72.77M,4.77%
14-Oct-21,181.115,177.53,186.454,177.021,70.82M,2.02%
13-Oct-21,177.53,172.699,179.64,167.84,70.22M,2.84%
12-Oct-21,172.629,179.142,179.15,166.56,70.53M,-3.70%
11-Oct-21,179.26,174.84,185.249,172.418,71.84M,2.53%
10-Oct-21,174.84,179.82,183.879,174.17,68.19M,-2.76%
9-Oct-21,179.81,175.741,182.77,174.474,65.21M,2.31%
8-Oct-21,175.751,178.46,183.346,174.643,69.27M,-1.52%
7-Oct-21,178.46,178.43,186.93,173.549,73.56M,0.01%
6-Oct-21,178.438,173.741,182.968,163.952,70.11M,2.71%
5-Oct-21,173.731,167.46,175.378,166.67,65.50M,3.63%
4-Oct-21,167.639,170.549,170.77,161.679,67.61M,-1.68%
3-Oct-21,170.499,169.05,174.921,165.862,67.25M,0.86%
2-Oct-21,169.04,166.141,172.648,164.631,64.60M,1.75%
1-Oct-21,166.13,153.33,167.981,151.25,64.93M,8.35%
30-Sep-21,153.33,144.831,154.379,143.95,64.00M,5.85%
29-Sep-21,144.85,140.619,149.863,139.921,65.73M,3.00%
28-Sep-21,140.629,145.03,148.75,140.14,68.37M,-3.05%
27-Sep-21,145.05,150.849,154.869,144.842,69.36M,-3.84%
26-Sep-21,150.849,150.85,153.347,142.001,69.02M,-0.06%
25-Sep-21,150.94,152.061,155.742,148.865,72.92M,-0.71%
24-Sep-21,152.021,163.84,165.95,141.813,69.57M,-7.21%
23-Sep-21,163.84,161.46,164.75,157.242,71.66M,1.47%
22-Sep-21,161.46,148.448,161.761,145.37,70.05M,9.00%
21-Sep-21,148.132,156.99,162.247,144.901,69.48M,-5.64%
20-Sep-21,156.99,175.6,175.87,153.761,71.68M,-10.58%
19-Sep-21,175.56,181.341,181.65,172.74,68.85M,-3.18%
18-Sep-21,181.331,179.79,185.327,178.001,75.85M,0.85%
17-Sep-21,179.81,185.249,190.288,178.001,83.63M,-2.94%
16-Sep-21,185.251,189.06,195.13,181.574,93.44M,-1.97%
15-Sep-21,188.971,183.046,191.758,179.76,75.58M,3.33%
14-Sep-21,182.889,179.269,188.741,176.204,71.59M,2.02%
13-Sep-21,179.269,183.239,233.814,170.921,42.90M,-2.17%
12-Sep-21,183.239,178.53,185.941,175.221,40.61M,2.64%
11-Sep-21,178.52,174.051,186.139,173.402,43.45M,2.57%
10-Sep-21,174.041,180.3,187.327,170.917,43.16M,-3.47%
9-Sep-21,180.3,179.673,188.492,177.104,42.55M,0.41%
8-Sep-21,179.567,177.948,188.707,169.646,36.93M,0.91%
7-Sep-21,177.948,219.402,221.827,163.417,41.09M,-18.90%
6-Sep-21,219.42,231.53,232.27,215.002,54.30M,-5.23%
5-Sep-21,231.53,212.02,232.171,210.473,52.80M,9.09%
4-Sep-21,212.239,212.763,224.99,208.762,53.99M,-0.22%
3-Sep-21,212.7,183.372,217.6,180.037,2.07M,15.91%
2-Sep-21,183.5,180.841,187.891,179.5,683.37K,1.47%
1-Sep-21,180.841,171.539,182.703,168.906,37.72M,5.45%
31-Aug-21,171.49,167.349,175.252,165.74,36.13M,2.49%
30-Aug-21,167.329,174.352,176.348,166.65,37.78M,-4.00%
29-Aug-21,174.292,175.48,182.589,173.101,39.23M,-0.67%
28-Aug-21,175.46,176.13,176.97,171.43,34.06M,-0.37%
27-Aug-21,176.12,167.61,176.139,165.093,37.99M,5.08%
26-Aug-21,167.61,177.82,180.13,165.037,40.91M,-5.75%
25-Aug-21,177.839,173.511,178.869,169.329,46.00M,2.44%
24-Aug-21,173.6,186.96,188.46,172.744,45.75M,-7.17%
23-Aug-21,187.013,185.911,191.26,183.694,166.37K,0.58%
22-Aug-21,185.929,179.697,189.548,178.689,49.53M,3.47%
21-Aug-21,179.698,183.549,184.341,176.81,46.32M,-2.11%
20-Aug-21,183.568,175.68,183.979,174.251,44.93M,4.49%
19-Aug-21,175.68,166.701,175.777,162.752,43.78M,5.34%
18-Aug-21,166.782,168.775,174.457,163.01,42.33M,-1.18%
17-Aug-21,168.776,178.025,184.3,168.071,47.45M,-5.21%
16-Aug-21,178.048,184.621,188.739,176.641,1.81M,-3.62%
15-Aug-21,184.729,182.791,186.39,175.682,50.00M,1.10%
14-Aug-21,182.71,183.27,184.955,175.2,944.59K,-0.31%
13-Aug-21,183.27,165.352,184.41,164.135,45.52M,10.83%
12-Aug-21,165.356,170.736,179.599,160.991,1.46M,-3.18%
11-Aug-21,170.789,165.314,176.008,164.273,23.87M,3.30%
10-Aug-21,165.332,166.401,168.149,158.86,23.59M,-0.67%
9-Aug-21,166.441,149.672,170.487,145.347,23.85M,11.22%
8-Aug-21,149.653,155.98,157.497,147.303,22.06M,-4.10%
7-Aug-21,156.057,147.883,156.299,147.134,1.33M,5.61%
6-Aug-21,147.771,143.514,150.672,141.774,19.45M,3.08%
5-Aug-21,143.36,142.559,145.108,136.26,615.05K,0.54%
4-Aug-21,142.588,138.364,144.449,135.68,18.62M,3.14%
3-Aug-21,138.25,141.39,143.19,135.873,402.66K,-2.23%
2-Aug-21,141.41,140.351,145.819,138.938,231.32K,0.75%
1-Aug-21,140.35,144.093,149.71,138.384,20.14M,-3.00%
31-Jul-21,144.691,145.556,146.478,141.891,18.53M,-0.61%
30-Jul-21,145.58,141.29,145.751,135.948,18.93M,3.04%
29-Jul-21,141.29,140.257,142.951,136.864,544.09K,0.99%
28-Jul-21,139.9,134.747,141.929,132.671,728.40K,3.84%
27-Jul-21,134.729,131.112,135.005,127.471,17.75M,2.77%
26-Jul-21,131.094,127.709,140.323,126.979,19.30M,2.75%
25-Jul-21,127.59,125.886,127.959,123.781,120.65K,1.64%
24-Jul-21,125.531,124.153,127.399,123.842,15.64M,1.04%
23-Jul-21,124.237,120.718,124.621,117.067,15.75M,2.91%
22-Jul-21,120.718,117.689,121.995,115.679,15.73M,2.64%
21-Jul-21,117.615,107.252,119.16,105.158,15.92M,9.64%
20-Jul-21,107.27,113.102,115.025,104.049,766.19K,-5.15%
19-Jul-21,113.098,119.163,120.681,111.865,16.46M,-5.10%
18-Jul-21,119.172,119.87,124.019,116.409,15.75M,-0.58%
17-Jul-21,119.87,120.594,122.818,117.702,608.60K,-0.60%
16-Jul-21,120.594,125.653,127.786,120.43,16.88M,-4.02%
15-Jul-21,125.642,131.059,133.078,122.066,17.13M,-4.13%
14-Jul-21,131.056,131.42,132.388,124.07,17.68M,-0.27%
13-Jul-21,131.41,133.391,134.592,129.54,17.68M,-1.51%
12-Jul-21,133.424,134.16,139.678,132.006,18.63M,-0.55%
11-Jul-21,134.16,133.99,136.417,132.089,162.24K,0.13%
10-Jul-21,133.982,134.543,136.702,130.512,17.88M,-0.41%
9-Jul-21,134.535,130.53,135.725,127.795,15.99M,3.07%
8-Jul-21,130.53,137.403,137.698,127.904,13.56M,-4.99%
7-Jul-21,137.39,138.91,142.908,136.957,13.82M,-1.10%
6-Jul-21,138.913,137.7,142.669,135.704,13.31M,0.85%
5-Jul-21,137.744,144.919,144.964,134.121,13.11M,-4.94%
4-Jul-21,144.901,140.008,148.058,138.954,13.76M,3.50%
3-Jul-21,140.008,136.841,141.232,134.661,12.01M,2.32%
2-Jul-21,136.84,137.164,138.9,130.661,12.49M,-0.23%
1-Jul-21,137.162,144.15,144.267,134.313,2.24M,-4.85%
30-Jun-21,144.15,143.66,146.836,136.255,11.42M,0.34%
29-Jun-21,143.66,137.676,149.127,137.277,897.75K,4.43%
28-Jun-21,137.57,132.563,139.49,130.009,14.53M,3.84%
27-Jun-21,132.482,126.821,132.619,124.713,14.12M,4.47%
26-Jun-21,126.814,125.174,129.356,118.782,12.97M,1.28%
25-Jun-21,125.213,134.549,138.384,124.375,14.51M,-6.94%
24-Jun-21,134.548,128.966,137.142,123.752,14.14M,4.33%
23-Jun-21,128.968,119.661,133.6,115.589,13.81M,7.87%
22-Jun-21,119.557,124.524,132.875,105.117,16.18M,-4.16%
21-Jun-21,124.743,154.862,155.416,124.068,15.67M,-19.42%
20-Jun-21,154.799,152.599,156.109,143.829,15.35M,1.46%
19-Jun-21,152.566,156.013,160.697,152.465,15.19M,-2.20%
18-Jun-21,156,167.148,167.324,151.669,510.79K,-6.60%
17-Jun-21,167.017,166.56,173.37,162.997,16.68M,0.28%
16-Jun-21,166.559,175.11,177.193,164.615,18.48M,-4.95%
15-Jun-21,175.224,179.862,181.109,172.326,20.00M,-2.60%
14-Jun-21,179.893,170.893,179.991,166.415,19.32M,5.30%
13-Jun-21,170.844,161.704,171.58,156.622,18.04M,5.70%
12-Jun-21,161.633,162.849,164.204,154.248,18.43M,-0.74%
11-Jun-21,162.833,168.024,173.75,160.621,16.76M,-3.09%
10-Jun-21,168.024,172.466,174.272,162.261,23.17M,-2.51%
9-Jun-21,172.355,160.652,173.048,152.487,26.91M,7.30%
8-Jun-21,160.628,161.954,164.331,145.856,2.82M,-0.81%
7-Jun-21,161.939,176.32,182.214,160.373,29.15M,-8.14%
6-Jun-21,176.29,172.991,179.832,172.357,29.28M,1.91%
5-Jun-21,172.99,178.615,185.398,167.796,29.03M,-3.15%
4-Jun-21,178.609,192.95,193.741,169.494,28.10M,-7.43%
3-Jun-21,192.95,187.207,197.602,182.244,1.08M,3.06%
2-Jun-21,187.225,182.935,191.266,178.426,30.57M,2.35%
1-Jun-21,182.932,188.058,193.118,176.016,27.63M,-2.78%
31-May-21,188.169,170.466,188.357,163.671,27.31M,10.36%
30-May-21,170.503,163.888,180.805,155.27,26.06M,4.28%
29-May-21,163.501,177.328,188.459,157.841,26.59M,-7.78%
28-May-21,177.296,193.632,198.774,165.643,24.24M,-8.26%
27-May-21,193.255,198.901,208.583,180.561,29.85M,-2.78%
26-May-21,198.791,183.812,203.898,179.817,28.17M,8.15%
25-May-21,183.805,184.12,194.322,167.72,28.10M,-0.22%
24-May-21,184.209,142.554,184.323,139.764,4.19M,29.23%
23-May-21,142.545,169.429,176.245,118.471,35.86M,-15.86%
22-May-21,169.416,179.92,184.367,162.309,101.97M,-5.92%
21-May-21,180.075,211.77,218.596,156.734,169.66M,-14.97%
20-May-21,211.77,186.39,224.669,166.696,4.27M,13.31%
19-May-21,186.896,294.224,300.24,145.878,189.18M,-36.51%
18-May-21,294.385,281.428,317.706,279,254.45M,4.67%
17-May-21,281.264,296.31,296.31,262.362,225.05M,-5.04%
16-May-21,296.201,299.781,323.78,279.88,258.54M,-1.10%
15-May-21,299.5,326.359,331.683,296.966,262.08M,-8.19%
14-May-21,326.21,317.71,338.828,308.445,287.96M,2.74%
13-May-21,317.51,312.56,332.488,291.625,258.38M,5.02%
12-May-21,302.33,377.38,393.938,302.33,2.52M,-19.88%
11-May-21,377.369,359.183,379.478,345.199,333.25M,5.09%
10-May-21,359.106,387.812,412.802,335.177,356.90M,-7.16%
9-May-21,386.82,347.129,388.956,334.673,2.29M,11.47%
8-May-21,347.03,345.199,356.507,334.242,325.56M,0.43%
7-May-21,345.537,353.38,372.264,333.893,329.82M,-2.22%
6-May-21,353.38,356.136,364.758,318.986,2.75M,-0.72%
5-May-21,355.957,311.607,359.565,311.607,321.62M,16.58%
4-May-21,305.328,294.54,324.327,271.934,264.49M,3.70%
3-May-21,294.431,268.841,299.55,268.601,264.37M,9.51%
2-May-21,268.86,276.76,277.399,264.913,250.31M,-2.85%
1-May-21,276.75,271.15,278.468,266.024,255.01M,2.09%
30-Apr-21,271.08,255.413,273.429,252.692,243.16M,6.15%
29-Apr-21,255.379,258.501,262.62,248.831,3.13M,-1.31%
28-Apr-21,258.757,259.732,266.424,248.212,227.60M,-0.41%
27-Apr-21,259.83,247.504,263.067,243.842,236.85M,4.99%
26-Apr-21,247.49,223.917,248.118,221.451,228.04M,10.70%
25-Apr-21,223.57,224.941,235.34,211.328,928.52K,-0.72%
24-Apr-21,225.197,241.429,241.429,220.646,212.21M,-6.71%
23-Apr-21,241.399,252.997,257.108,207.384,206.15M,-4.58%
22-Apr-21,252.999,257.635,289.448,239.902,243.18M,-1.89%
21-Apr-21,257.87,260.548,276.49,250.907,240.64M,-1.19%
20-Apr-21,260.978,261.214,272.537,234.72,234.92M,-0.13%
19-Apr-21,261.307,273.485,281.516,250.549,246.69M,-4.49%
18-Apr-21,273.603,301.084,304.464,231.866,236.97M,-9.08%
17-Apr-21,300.927,308.274,335.268,298.309,4.40M,-2.35%
16-Apr-21,308.174,285.696,316.194,265.892,257.36M,7.85%
15-Apr-21,285.754,278.888,290.527,266.225,4.83M,2.64%
14-Apr-21,278.408,267.4,282.926,255.643,250.63M,4.21%
13-Apr-21,267.17,244.451,273.218,244.442,2.82M,9.20%
12-Apr-21,244.655,252.463,258.89,240.174,249.40M,-3.06%
11-Apr-21,252.375,256.269,263.42,245.026,6.32M,-1.52%
10-Apr-21,256.269,220.83,256.367,219.22,242.78M,16.02%
9-Apr-21,220.879,226.35,228.798,218.96,229.64M,-2.47%
8-Apr-21,226.48,219.098,228.11,217.017,231.31M,3.43%
7-Apr-21,218.974,236.686,242.829,211,238.65M,-7.54%
6-Apr-21,236.827,221.468,244.508,213.207,243.94M,6.94%
5-Apr-21,221.456,202.28,225.16,198.229,229.15M,9.47%
4-Apr-21,202.291,195.209,204.659,192.371,204.40M,3.62%
3-Apr-21,195.231,211.639,217.658,194.984,225.94M,-7.84%
2-Apr-21,211.84,202.341,213.742,200.831,942.91K,4.69%
1-Apr-21,202.352,196.671,204.67,194.24,201.89M,2.89%
31-Mar-21,196.661,195.78,198.902,187.055,191.48M,0.45%
30-Mar-21,195.771,193.742,199.931,190.301,174.96M,1.04%
29-Mar-21,193.762,184.231,197.501,182.45,188.05M,5.17%
28-Mar-21,184.239,184.079,187.268,180.069,177.86M,0.10%
27-Mar-21,184.061,183.46,186.07,177.824,176.09M,0.36%
26-Mar-21,183.401,171.549,183.783,171.49,166.74M,6.84%
25-Mar-21,171.66,176.168,178.325,167.922,154.08M,-2.58%
24-Mar-21,176.2,185.861,196.907,172.39,181.91M,-5.37%
23-Mar-21,186.19,185.553,189.309,181.262,638.93K,0.30%
22-Mar-21,185.639,195.32,198.718,184.685,188.33M,-4.99%
21-Mar-21,195.38,200.079,201.799,192.138,188.01M,-2.31%
20-Mar-21,199.991,199.989,206.098,198.91,196.51M,-0.14%
19-Mar-21,200.276,199.739,204.969,195.855,177.88K,0.27%
18-Mar-21,199.733,205.929,208.177,199.341,989.87K,-3.09%
17-Mar-21,206.11,201.661,206.738,194.473,176.18M,2.19%
16-Mar-21,201.698,200.505,205.037,191.631,128.92M,0.62%
15-Mar-21,200.462,214.23,222.536,197.66,132.91M,-6.43%
14-Mar-21,214.226,226.043,228.041,214.226,1.67M,-5.30%
13-Mar-21,226.208,220.61,230.087,213.28,205.69M,2.54%
12-Mar-21,220.61,201.351,224.22,198.59,2.08M,9.58%
11-Mar-21,201.329,200.114,203.391,191.113,169.26M,0.60%
10-Mar-21,200.133,203.731,207.857,191.631,183.88M,-1.78%
9-Mar-21,203.751,191.779,204.888,189.31,162.66M,6.34%
8-Mar-21,191.595,190.763,195.221,179.612,1.14M,0.44%
7-Mar-21,190.759,182.839,192.096,182.233,146.54M,4.34%
6-Mar-21,182.816,180.142,184.542,174.774,146.26M,1.48%
5-Mar-21,180.142,180.669,183.54,168.671,153.39M,-0.29%
4-Mar-21,180.657,187.684,194.404,177.061,173.56M,-3.81%
3-Mar-21,187.812,179.061,196.097,176.955,163.81M,5.32%
2-Mar-21,178.32,175.845,185.104,170.761,1.12M,1.33%
1-Mar-21,175.978,165.148,176.499,163.371,141.79M,6.58%
28-Feb-21,165.119,171.846,172.836,153.951,170.19M,-3.93%
27-Feb-21,171.868,170.302,180.337,167.121,161.69M,1.09%
26-Feb-21,170.02,179.243,182.625,162.87,2.18M,-5.29%
25-Feb-21,179.507,181.528,205.052,175.183,204.30M,-1.10%
24-Feb-21,181.499,177.591,189.385,169.287,199.81M,2.23%
23-Feb-21,177.538,208.061,208.675,157.993,1.40M,-14.66%
22-Feb-21,208.039,227.162,227.296,178.792,212.94M,-8.44%
21-Feb-21,227.219,226.831,233.584,220.207,198.55M,-0.12%
20-Feb-21,227.5,236.392,247.073,214.528,1.47M,-3.88%
19-Feb-21,236.694,226.673,241.66,220.344,192.82M,4.46%
18-Feb-21,226.58,237.348,238.938,220.793,200.40M,-4.42%
17-Feb-21,237.066,210.468,237.439,203.616,214.05M,12.68%
16-Feb-21,210.389,207.709,221.909,200.152,208.17M,1.29%
15-Feb-21,207.709,213.649,219.821,185.652,221.53M,-2.75%
14-Feb-21,213.589,226.009,230.445,208.422,217.96M,-5.47%
13-Feb-21,225.942,196.589,228.816,191.73,236.46M,15.05%
12-Feb-21,196.382,183.602,199.51,176.852,168.15M,6.87%
11-Feb-21,183.757,181.65,193.365,175.917,164.63M,1.21%
10-Feb-21,181.551,181.509,195.077,170.016,200.54M,0.06%
9-Feb-21,181.442,167.283,184.283,164.397,160.46M,8.42%
8-Feb-21,167.351,150.732,169.277,147.862,136.40M,11.03%
7-Feb-21,150.731,155.572,157.22,145.275,130.21M,-3.00%
6-Feb-21,155.393,155.055,164.031,149.978,142.45M,0.24%
5-Feb-21,155.026,143.71,156.868,143.683,121.13M,7.87%
4-Feb-21,143.71,155.929,158.212,142.984,128.83M,-7.84%
3-Feb-21,155.941,141.972,156.106,141.972,132.28M,9.88%
2-Feb-21,141.916,131.99,145.872,131.914,122.30M,7.47%
1-Feb-21,132.049,129.401,136.547,126.002,109.98M,2.05%
31-Jan-21,129.4,133.378,134.89,125.701,105.17M,-2.96%
30-Jan-21,133.349,134.673,136.23,128.033,108.48M,-0.98%
29-Jan-21,134.673,133.26,145.415,131.064,140.22M,1.09%
28-Jan-21,133.217,122.439,135.801,120.933,113.51M,8.80%
27-Jan-21,122.44,134.682,134.908,118.291,109.78M,-9.11%
26-Jan-21,134.709,137.143,139.706,128.372,85.25M,-1.75%
25-Jan-21,137.11,141.008,147.608,136.652,90.83M,-2.74%
24-Jan-21,140.97,137.65,142.62,133.811,80.37M,2.42%
23-Jan-21,137.642,137.66,143.46,135.08,114.54M,-0.13%
22-Jan-21,137.821,129.77,141.81,122.881,350.07M,6.39%
21-Jan-21,129.542,149.72,150.219,125.723,382.38M,-13.47%
20-Jan-21,149.71,151.872,156.131,138.472,384.74M,-1.44%
19-Jan-21,151.893,152.03,166.052,150.254,365.45M,-0.04%
18-Jan-21,151.949,142.878,154.896,138.54,316.05M,6.35%
17-Jan-21,142.881,143.541,146.948,136.371,325.28M,-0.45%
16-Jan-21,143.531,143.77,152.558,139.401,344.24M,-0.17%
